,timeOpen,open,close,volume,marketCap,timestamp,high,low
0,2017-07-25T00:00:00.000Z,0.1152030006,0.105870001,145269.0,10587000.0,2017-07-25T23:59:59.999Z,0.1158410013,0.1015309989
1,2017-07-26T00:00:00.000Z,0.105893001,0.1051379964,200395.0,10513800.0,2017-07-26T23:59:59.999Z,0.1090129986,0.0992655009
2,2017-07-27T00:00:00.000Z,0.1051080003,0.1077369973,344499.0,10773700.0,2017-07-27T23:59:59.999Z,0.1084790006,0.1008879989
3,2017-07-28T00:00:00.000Z,0.1076320037,0.1040669978,342568.0,10406700.0,2017-07-28T23:59:59.999Z,0.1090189964,0.1014730036
4,2017-07-29T00:00:00.000Z,0.1047820002,0.1078109965,340218.0,10781100.0,2017-07-29T23:59:59.999Z,0.1112639979,0.1011079997
5,2017-07-30T00:00:00.000Z,0.1079349965,0.1064139977,224261.0,10641400.0,2017-07-30T23:59:59.999Z,0.1081380025,0.1031619981
6,2017-07-31T00:00:00.000Z,0.1068279967,0.1042499989,240309.0,10425000.0,2017-07-31T23:59:59.999Z,0.1083490029,0.1015999988
7,2017-08-01T00:00:00.000Z,0.1045949981,0.0998668,300413.0,9986680.0,2017-08-01T23:59:59.999Z,0.1062659994,0.0961093977
8,2017-08-02T00:00:00.000Z,0.0997212008,0.1004519984,256793.0,10045200.0,2017-08-02T23:59:59.999Z,0.1012109965,0.0973611996
9,2017-08-03T00:00:00.000Z,0.1003279984,0.1066420004,293008.0,10664200.0,2017-08-03T23:59:59.999Z,0.1069779992,0.0991197005
10,2017-08-04T00:00:00.000Z,0.1066849977,0.1074939966,287621.0,10749400.0,2017-08-04T23:59:59.999Z,0.1077559963,0.1026989967
11,2017-08-05T00:00:00.000Z,0.1074180007,0.1288709939,542878.0,12887100.0,2017-08-05T23:59:59.999Z,0.1446530074,0.107069999
12,2017-08-06T00:00:00.000Z,0.1292929947,0.1309989989,393681.0,13099900.0,2017-08-06T23:59:59.999Z,0.1329880059,0.1273799986
13,2017-08-07T00:00:00.000Z,0.133957997,0.1488479972,748177.0,14884800.0,2017-08-07T23:59:59.999Z,0.1497649997,0.1333000064
14,2017-08-08T00:00:00.000Z,0.1489980072,0.2244209945,2617340.0,22442100.0,2017-08-08T23:59:59.999Z,0.2269250005,0.1477659941
15,2017-08-09T00:00:00.000Z,0.2247480005,0.2429119945,3075320.0,24291200.0,2017-08-09T23:59:59.999Z,0.2606250048,0.2221579999
16,2017-08-10T00:00:00.000Z,0.2518270016,0.3490790129,4118070.0,34907900.0,2017-08-10T23:59:59.999Z,0.3499760032,0.2450519949
17,2017-08-11T00:00:00.000Z,0.348785013,0.3925719857,4413920.0,39257200.0,2017-08-11T23:59:59.999Z,0.4096539915,0.3110669851
18,2017-08-12T00:00:00.000Z,0.3921929896,0.4463649988,5080760.0,44636500.0,2017-08-12T23:59:59.999Z,0.4759919941,0.3375889957
19,2017-08-13T00:00:00.000Z,0.4459899962,0.8768280149,13852100.0,87682800.0,2017-08-13T23:59:59.999Z,1.0226399899,0.4459899962
