,timeOpen,open,close,volume,marketCap,timestamp,high,low
0,2016-12-19T00:00:00.000Z,790.6920166016,792.7139892578,74886400.0,12725090633.3,2016-12-19T23:59:59.999Z,793.6110229492,790.3200073242
1,2016-12-20T00:00:00.000Z,792.2470092773,800.8759765625,99629296.0,12857473133.5,2016-12-20T23:59:59.999Z,801.3369750977,791.4970092773
2,2016-12-21T00:00:00.000Z,800.6439819336,834.2810058594,155576000.0,13395445163.3,2016-12-21T23:59:59.999Z,834.2810058594,799.4050292969
3,2016-12-22T00:00:00.000Z,834.1799926758,864.5399780273,200027008.0,13882988216.0,2016-12-22T23:59:59.999Z,875.7819824219,834.1489868164
4,2016-12-23T00:00:00.000Z,864.8880004883,921.9840087891,275564000.0,14807189351.8,2016-12-23T23:59:59.999Z,925.1170043945,864.6770019531
5,2016-12-24T00:00:00.000Z,922.1799926758,898.8220214844,137727008.0,14436754926.6,2016-12-24T23:59:59.999Z,923.4790039063,886.3350219727
6,2016-12-25T00:00:00.000Z,899.6519775391,896.1829833984,143664992.0,14396194093.7,2016-12-25T23:59:59.999Z,899.6519775391,862.4240112305
7,2016-12-26T00:00:00.000Z,896.9050292969,907.6099853516,123771000.0,14581389977.0,2016-12-26T23:59:59.999Z,913.1840209961,896.8980102539
8,2016-12-27T00:00:00.000Z,908.3540039063,933.1979980469,167308000.0,14994286713.1,2016-12-27T23:59:59.999Z,940.0479736328,904.2550048828
9,2016-12-28T00:00:00.000Z,934.8309936523,975.9210205078,236630000.0,15682769404.8,2016-12-28T23:59:59.999Z,975.9210205078,934.8309936523
10,2016-12-29T00:00:00.000Z,975.125,973.4970092773,199320000.0,15645617392.3,2016-12-29T23:59:59.999Z,979.3969726563,954.5029907227
11,2016-12-30T00:00:00.000Z,972.5349731445,961.2379760742,187474000.0,15450507054.9,2016-12-30T23:59:59.999Z,972.5349731445,934.8330078125
12,2016-12-31T00:00:00.000Z,960.6270141602,963.742980957,99135104.0,15492554222.2,2016-12-31T23:59:59.999Z,963.742980957,947.2360229492
13,2017-01-01T00:00:00.000Z,963.6580200195,998.325012207,147775008.0,16050407460.5,2017-01-01T23:59:59.999Z,1003.0800170898,958.6989746094
14,2017-01-02T00:00:00.000Z,998.6170043945,1021.75,222184992.0,16429024775.0,2017-01-02T23:59:59.999Z,1031.3900146484,996.7020263672
15,2017-01-03T00:00:00.000Z,1021.5999755859,1043.8399658203,185168000.0,16786368910.1,2017-01-03T23:59:59.999Z,1044.0799560547,1021.5999755859
16,2017-01-04T00:00:00.000Z,1044.4000244141,1154.7299804688,344945984.0,18571869009.0,2017-01-04T23:59:59.999Z,1159.4200439453,1044.4000244141
17,2017-01-05T00:00:00.000Z,1156.7299804688,1013.3800048828,510199008.0,16300254795.1,2017-01-05T23:59:59.999Z,1191.0999755859,910.4169921875
18,2017-01-06T00:00:00.000Z,1014.2399902344,902.2009887695,351876000.0,14513695758.4,2017-01-06T23:59:59.999Z,1046.8100585938,883.9439697266
19,2017-01-07T00:00:00.000Z,903.4869995117,908.5850219727,279550016.0,14618030536.4,2017-01-07T23:59:59.999Z,908.5850219727,823.5560302734
20,2017-01-08T00:00:00.000Z,908.174987793,911.1989746094,158715008.0,14661966429.1,2017-01-08T23:59:59.999Z,942.7239990234,887.2490234375
21,2017-01-09T00:00:00.000Z,913.2440185547,902.8280029297,141876992.0,14528815565.3,2017-01-09T23:59:59.999Z,913.6859741211,879.8070068359
22,2017-01-10T00:00:00.000Z,902.4400024414,907.6790161133,115808000.0,14608685049.4,2017-01-10T23:59:59.999Z,914.8729858398,901.0599975586
23,2017-01-11T00:00:00.000Z,908.1149902344,777.757019043,310928992.0,12519135995.7,2017-01-11T23:59:59.999Z,919.4479980469,762.7650146484
24,2017-01-12T00:00:00.000Z,775.1779785156,804.833984375,222326000.0,12956730411.3,2017-01-12T23:59:59.999Z,826.2459716797,755.7559814453
25,2017-01-13T00:00:00.000Z,803.7369995117,823.9840087891,168968000.0,13266554392.0,2017-01-13T23:59:59.999Z,829.0009765625,780.0029907227
26,2017-01-14T00:00:00.000Z,825.1420288086,818.4119873047,93063296.0,13178601991.8,2017-01-14T23:59:59.999Z,835.0850219727,812.4559936523
27,2017-01-15T00:00:00.000Z,818.1420288086,821.7979736328,71013600.0,13234840657.1,2017-01-15T23:59:59.999Z,823.3070068359,812.8709716797
28,2017-01-16T00:00:00.000Z,821.7830200195,831.533996582,82755200.0,13393372619.5,2017-01-16T23:59:59.999Z,834.5300292969,820.2709960938
29,2017-01-17T00:00:00.000Z,830.9459838867,907.9379882813,155095008.0,14625779851.2,2017-01-17T23:59:59.999Z,910.5609741211,830.7960205078
30,2017-01-18T00:00:00.000Z,909.3729858398,886.617980957,225676992.0,14284036612.6,2017-01-18T23:59:59.999Z,917.4990234375,858.3040161133
31,2017-01-19T00:00:00.000Z,888.3350219727,899.0729980469,105625000.0,14486616700.1,2017-01-19T23:59:59.999Z,904.6140136719,884.3380126953
32,2017-01-20T00:00:00.000Z,898.1719970703,895.0260009766,86728400.0,14423545370.8,2017-01-20T23:59:59.999Z,899.3980102539,887.0079956055
33,2017-01-21T00:00:00.000Z,895.5490112305,921.7890014648,111158000.0,14856911162.8,2017-01-21T23:59:59.999Z,927.3670043945,895.5349731445
