,id,name,symbol,is_active
2582,8607,Xion Finance,XGT,1
2583,8610,DMEX (Decentralized Mining Exchange),DMC,1
2584,8611,VKENAF,VKNF,1
2585,8612,Float Protocol (Bank),BANK,1
2586,8613,Alchemix,ALCX,1
2587,8614,Alchemix USD,ALUSD,1
2588,8615,Ethernity,ERN,1
2589,8616,Aurox,URUS,1
2590,8617,Firebird,PKF,1
2591,8619,Moola,MLA,1
2592,8620,TOWER,TOWER,1
2593,8621,yieldwatch,WATCH,1
2594,8622,Bancor Governance Token,VBNT,1
2595,8625,SaltSwap Finance,SALT,1
2596,8633,Nodestats,NS,1
2597,8635,xDAI,xDAI,1
2598,8637,Tranche Finance,SLICE,1
2599,8638,MIMOSA,MIMO,1
2600,8642,Fei USD,FEI,1
2601,8643,Shadows,DOWS,1
2602,8644,Kylin,KYL,1
2603,8646,Mina,MINA,1
2604,8647,MurAll,PAINT,1
2605,8648,ChainGuardians,CGG,1
2606,8649,Oxbull.tech,OXB,1
2607,8653,wanSUSHI,WANSUSHI,1
2608,8654,wanUNI,WANUNI,1
2609,8656,wanETH,WANETH,1
2610,8657,wanUSDT,WANUSDT,1
2611,8658,Wrapped WAN,WWAN,1
2612,8659,Jetfuel Finance,FUEL,1
2613,8660,BSCPAD,BSCPAD,1
2614,8662,Starter,START,1
2615,8665,Parallel,PAR,1
2616,8666,DFX Finance,DFX,1
2617,8669,Sovryn,SOV,1
2618,8670,Vow,VOW,1
2619,8673,TotemFi,TOTM,1
2620,8674,OFFLINE,OFF,1
2621,8675,Minds,MINDS,1
2622,8677,Symbol,XYM,1
2623,8678,EHash,EHASH,1
2624,8679,Unido EP,UDO,1
2625,8681,Funder One Capital,FUNDX,1
2626,8682,Warrior Token,WAR,1
2627,8683,Asva,ASVA,1
2628,8690,CAD Coin,CADC,1
2629,8695,BlockWallet,BLANK,1
2630,8697,Konomi Network,KONO,1
2631,8699,DEGEN Index,DEGEN,1
2632,8702,Ares Protocol,ARES,1
2633,8704,Playcent,PCNT,1
2634,8705,Bifrost,BNC,1
2635,8707,Alpaca Finance,ALPACA,1
2636,8708,Big Data Protocol,BDP,1
2637,8709,ETHA Lend,ETHA,1
2638,8710,bAlpha,BALPHA,1
2639,8711,Pando,PANDO,1
2640,8712,keyTango,TANGO,1
2641,8715,Taraxa,TARA,1
2642,8716,Convergence,CONV,1
2643,8717,Oddz,ODDZ,1
2644,8718,ECO,ECO,1
2645,8719,Illuvium,ILV,1
2646,8720,Inverse Finance,INV,1
2647,8723,Bogged,BOG,1
2648,8726,Idavoll DAO,IDV,1
2649,8730,Belt Finance,BELT,1
2650,8731,CryptEx,CRX,1
2651,8732,Swop,SWOP,1
2652,8733,BasketCoin,BSKT,1
2653,8738,Pastel,PSL,1
2654,8740,SHD CASH,SHDC,1
2655,8741,Sovi Finance,SOVI,1
2656,8745,A2A,A2A,1
2657,8746,Planet Inverse,XIV,1
2658,8752,Landbox,LAND,1
2659,8753,srnArt Gallery,SACT,1
2660,8755,Nerve Finance,NRV,1
2661,8757,SafeMoon,SAFEMOON,1
2662,8759,ZCore Finance,ZEFI,1
2663,8761,Decentralized Nations,DENA,1
2664,8766,MyNeighborAlice,ALICE,1
2665,8768,Roxe Cash,ROC,1
2666,8769,MeetPle,MPT,1
2667,8771,GYEN,GYEN,1
2668,8780,Umbria Network,UMBR,1
2669,8788,CELEBPLUS,CELEB,1
2670,8789,EDDASwap,EDDA,1
2671,8790,KINE,KINE,1
2672,8795,Mute,MUTE,1
2673,8797,Chronicle,XNL,1
2674,8798,Ramifi Protocol,RAM,1
2675,8799,InsurAce,INSUR,1
2676,8800,Dora Factory,DORA,1
2677,8801,Lightning,LIGHT,1
2678,8813,LABS Group,LABS,1
2679,8814,Donnie Finance,DON,1
2680,8823,Poodl Token,POODL,1
2681,8826,Moss Carbon Credit,MCO2,1
2682,8827,Boson Protocol,BOSON,1
2683,8829,Pig Finance,PIG,1
2684,8831,Aurix,AUR,1
2685,8833,DeGate,DG,1
2686,8835,xMARK,XMARK,1
2687,8837,Scholarship Coin,SCHO,1
2688,8840,DailySwap Token,DAILYS,1
2689,8844,SPRINK,SPRINK,1
2690,8849,AXIS Token,AXIS,1
2691,8850,Viper Protocol,VIPER,1
2692,8852,UME Token,UME,1
2693,8854,FXT Token,FXT,1
2694,8857,Anchor Protocol,ANC,1
2695,8858,Cub Finance,CUB,1
2696,8862,Rage Fan,RAGE,1
2697,8863,SHOPX,SHOPX,1
2698,8865,vBSWAP,VBSWAP,1
2699,8866,BSC TOOLS,TOOLS,1
2700,8867,DeHive,DHV,1
2701,8868,50x.com,50X,1
2702,8871,RYI Unity,RYIU,1
2703,8874,DAFI Protocol,DAFI,1
2704,8875,Uno Re,UNO,1
2705,8877,KIWIGO,KGO,1
2706,8879,Pika,PIKA,1
2707,8880,MacaronSwap,MCRN,1
2708,8882,Alliance Fan Token,ALL,1
2709,8883,Sint-Truidense Voetbalvereniging Fan Token,STV,1
2710,8884,İstanbul Başakşehir Fan Token,IBFK,1
2711,8885,Novara Calcio Fan Token,NOV,1
2712,8886,USDP Stablecoin,USDP,1
2713,8891,Bitcoin Standard Hashrate Token,BTCST,1
2714,8894,Deeper Network,DPR,1
2715,8895,ORAO Network,ORAO,1
2716,8897,KickPad,KPAD,1
2717,8899,xSUSHI,XSUSHI,1
2718,8902,FM Gallery,FMG,1
2719,8904,renZEC,RENZEC,1
2720,8905,BitSong,BTSG,1
2721,8908,ImpulseVen,VEN,1
2722,8909,Stater,STR,1
2723,8910,Daily,DAILY,1
2724,8911,Strike,STRK,1
2725,8912,Tidal Finance,TIDAL,1
2726,8915,Battle Pets,PET,1
2727,8916,Internet Computer,ICP,1
2728,8917,Shyft Network,SHFT,1
2729,8925,Wrapped Matic,WMATIC,1
2730,8926,Catapult,ATD,1
2731,8930,ebox,EBOX,1
2732,8936,Trias Token (new),TRIAS,1
2733,8937,Woonkly Power,WOOP,1
2734,8938,Ellipsis,EPS,1
2735,8939,Nimbus,NBU,1
2736,8940,ParaState,STATE,1
2737,8942,Paybswap,PAYB,1
2738,8943,WHITEX,WHX,1
2739,8949,IFToken,IFT,1
2740,8961,Futureswap,FST,1
2741,8962,ETNA Network,ETNA,1
2742,8963,UnMarshal,MARSH,1
2743,8964,Blizzard.money,xBLZD,1
2744,8966,Safemars,SAFEMARS,1
2745,8968,Polychain Monsters,PMON,1
2746,8970,Lokr,LKR,1
2747,8971,MerchDAO,MRCH,1
2748,8972,Seedify.fund,SFUND,1
2749,8978,PooCoin,POOCOIN,1
2750,8981,WardenSwap,WAD,1
2751,8985,Efinity Token,EFI,1
2752,8992,Cellframe,CELL,1
2753,8994,Delta,DELTA,1
2754,8996,Mogul Productions,STARS,1
2755,8997,Cook Finance,COOK,1
2756,8999,Collateral Pay,COLL,1
2757,9002,Busy DAO,BUSY,1
2758,9007,ZooCoin,ZOO,1
2759,9008,AMMYI Coin,AMI,1
2760,9015,Cope,COPE,1
2761,9016,DAOhaus,HAUS,1
2762,9017,Polkadex,PDEX,1
2763,9018,GamyFi Platform,GFX,1
2764,9020,Toko Token,TKO,1
2765,9021,Wrapped XDAI,wxDai,1
2766,9022,Satoshi,SATS,1
2767,9023,Bit,BITS,1
2768,9024,disBalancer,DDOS,1
2769,9025,Tribe,TRIBE,1
2770,9026,Blind Boxes,BLES,1
2771,9027,Uhive,HVE2,1
2772,9029,Graphlinq Protocol,GLQ,1
2773,9033,LCMS,LCMS,1
2774,9035,Vidiachange,VIDA,1
2775,9038,HyperAlloy,ALLOY,1
2776,9040,Pundi X (New),PUNDIX,1
2777,9043,Stone DeFi,STN,1
2778,9045,JPY Coin v1,JPYC,1
2779,9046,8PAY,8PAY,1
2780,9047,CARD.STARTER,CARDS,1
2781,9053,UREEQA,URQA,1
2782,9055,BerrySwap,BERRY,1
2783,9057,VYNK CHAIN,VYNC,1
2784,9061,Rainicorn,RAINI,1
2785,9062,LinkPool,LPL,1
2786,9065,Realfinance Network,REFI,1
2787,9067,Olympus v2,OHM,1
2788,9070,CFX Quantum,CFXQ,1
2789,9071,Chainge,CHNG,1
2790,9073,Popsicle Finance,ICE,1
2791,9075,Bafi Finance,BAFI,1
2792,9079,Chip,CHIP,1
2793,9081,SafeEarth,SAFEEARTH,1
2794,9082,Swampy,SWAMP,1
2795,9083,Equalizer,EQZ,1
2796,9085,fBomb,BOMB,1
2797,9086,Minter HUB,HUB,1
2798,9089,Tenset,10SET,1
2799,9091,CPCoin,CPC,1
2800,9103,GAMEE,GMEE,1
2801,9104,AIOZ Network,AIOZ,1
2802,9107,ZilSwap,ZWAP,1
2803,9109,Savix,SVX,1
2804,9110,Kattana,KTN,1
2805,9111,Push Protocol,PUSH,1
2806,9115,WorkQuest Token,WQT,1
2807,9118,Scaleswap,SCA,1
2808,9119,Alien Worlds,TLM,1
2809,9120,Franklin,FLY,1
2810,9124,Manyswap,MANY,1
2811,9125,Gains Associates,GAINS,1
2812,9131,Alchemist,MIST,1
2813,9132,MobiFi,MoFi,1
2814,9134,Beyondfi,BYN,1
2815,9138,PhoenixDefi.Finance,PNIX,1
2816,9140,Moonshot,MSHOT,1
2817,9145,Yellow Road,ROAD,1
2818,9148,Drep [new],DREP,1
2819,9149,Cryptonovae,YAE,1
2820,9150,Orakuru,ORK,1
2821,9155,Digital Fitness,DEFIT,1
2822,9158,moonwolf.io,WOLF,1
2823,9164,Depth Token,DEP,1
2824,9167,BaTorrent,BA,1
2825,9169,MMAON,MMAON,1
2826,9172,Professional Fighters League Fan Token,PFL,1
2827,9173,Raze Network,RAZE,1
2828,9175,MOBOX,MBOX,1
2829,9176,RocketX exchange,RVF,1
2830,9177,Pitbull,PIT,1
2831,9178,ELONGATE,ELONGATE,1
2832,9179,Defi For You,DFY,1
2833,9180,SYL,SYL,1
2834,9182,ZilPay Wallet / Dragon Zil Token,ZLP,1
2835,9187,MY IDENTITY COIN,MYID,1
2836,9188,Globe Derivative Exchange,GDT,1
2837,9191,Occam.Fi,OCC,1
2838,9193,Prostarter,PROT,1
2839,9194,Saito,SAITO,1
2840,9196,Genesis Shards,GS,1
2841,9198,Hord,HORD,1
2842,9200,Revomon,REVO,1
2843,9201,StackOs,STACK,1
2844,9205,K21,K21,1
2845,9207,Metaverse Index,MVI,1
2846,9208,SafeLight,SAFELIGHT,1
2847,9212,CumRocket,CUMMIES,1
2848,9214,MoonStar,MOONSTAR,1
2849,9215,Smartlink,SMAK,1
2850,9218,Mist,MIST,1
2851,9220,StrikeX,STRX,1
2852,9225,Rigel Protocol,RGP,1
2853,9231,Hungry Bear,HUNGRY,1
2854,9237,Horizon Protocol,HZN,1
2855,9240,Vangold,VGD,1
2856,9241,Satozhi,SATOZ,1
2857,9245,Signata,SATA,1
2858,9247,Whole Earth Coin,WEC,1
2859,9249,NFTD Protocol,NFTD,1
2860,9251,Standard Protocol,STND,1
2861,9253,Twinci,TWIN,1
2862,9258,Chia,XCH,1
2863,9259,TheForce Trade,FOC,1
2864,9260,Zigcoin,ZIG,1
2865,9262,UniFarm,UFARM,1
2866,9263,Unizen,ZCX,1
2867,9265,Porta,KIAN,1
2868,9268,2local,2LC,1
2869,9269,Refinable,FINE,1
2870,9270,Bitcoin Bam,BTCBAM,1
2871,9271,Momo Protocol,MOMO,1
2872,9272,Munch Token,MUNCH,1
2873,9274,RocketMoon,RMOON,1
2874,9279,SuperLauncher,LAUNCH,1
2875,9284,Secured MoonRat Token,SMRAT,1
2876,9285,Moonriver,MOVR,1
2877,9286,Doge Killer,LEASH,1
2878,9287,Uniqly,UNIQ,1
2879,9288,BENQI,QI,1
2880,9291,Ternoa,CAPS,1
2881,9292,Bitsz,BITSZ,1
2882,9294,SAFESUN,SAFESUN,1
2883,9295,CLIMB TOKEN FINANCE,CLIMB,1
2884,9299,NFT Art Finance,NFTART,1
2885,9300,Zeppelin DAO,ZEP,1
2886,9302,MoMo KEY,KEY,1
2887,9304,DAIN,DAIN,1
2888,9308,Vulcan Forged PYR,PYR,1
2889,9316,Shipit pro,SHPP,1
2890,9318,BeforeCoinMarketCap,BCMC1,1
2891,9323,GrafenoCoin,GFNC,1
2892,9326,ROPE Token,ROPE,1
2893,9330,BIXBCOIN,BIXB,1
2894,9342,Community Business Token,CBT,1
2895,9344,1MillionNFTs,1MIL,1
2896,9345,BSCStation,BSCS,1
2897,9346,NFTify,N1,1
2898,9348,Crowny,CRWNY,1
2899,9353,Kalata,KALA,1
2900,9355,DoveSwap Finance,DOVE,1
2901,9364,Unlock Protocol,UDT,1
2902,9367,Bafe io,BAFE,1
2903,9368,Euler Tools,EULER,1
2904,9374,Myteamcoin,MYC,1
2905,9377,TreeDefi,SEED,1
2906,9386,Kishu Inu,KISHU,1
2907,9387,Husky,HUSKY,1
2908,9388,Sienna,SIENNA,1
2909,9390,Chainsquare,CHS,1
2910,9395,Strite,STRI,1
2911,9407,AlgOil,AGOLP,1
2912,9413,Vira-lata Finance,REAU,1
2913,9416,The Crypto Prophecies,TCP,1
2914,9417,Maple,MPL,1
2915,9421,Ampleforth Governance Token,FORTH,1
2916,9423,Phuture,PHTR,1
2917,9428,Venus Cardano,vADA,1
2918,9430,Alphr finance,ALPHR,1
2919,9432,Crypto Kombat,KOMBAT,1
2920,9433,GazeTV,GAZE,1
2921,9435,28VCK,VCK,1
2922,9436,Dogelon Mars,ELON,1
2923,9437,CherrySwap,CHE,1
2924,9438,Nominex,NMX,1
2925,9440,Mochi Market,MOMA,1
2926,9441,Jigstack,STAK,1
2927,9443,Step Finance,STEP,1
2928,9444,Kyber Network Crystal v2,KNC,1
2929,9447,Synthetify,SNY,1
2930,9449,Sienna (ERC20),wSIENNA,1
2931,9450,BLACKHOLE PROTOCOL,BLACK,1
2932,9451,Verso,VSO,1
2933,9452,Bandot Protocol,BDT,1
2934,9453,Agave,AGVE,1
2935,9455,Lemond,LEMD,1
2936,9456,Australian Safe Shepherd,ASS,1
2937,9458,Hokkaido Inu,HOKK,1
2938,9461,X World Games,XWG,1
2939,9462,Wrapped AVAX,WAVAX,1
2940,9465,Mooni DeFi,MOONI,1
2941,9466,Edgecoin,EDGT,1
2942,9467,Celo Euro,CEUR,1
2943,9468,Spore,SPORE,1
2944,9473,Unicly CryptoPunks Collection,UPUNK,1
2945,9477,Unicly Hashmasks Collection,UMASK,1
2946,9479,KSwap,KST,1
2947,9480,Hope,HOPE,1
2948,9481,Pendle,PENDLE,1
2949,9482,Lympo Market Token,LMT,1
2950,9487,Sheesha Finance [ERC20],SHEESHA,1
2951,9488,ZooKeeper,ZOO,1
2952,9490,Ara Blocks,ARA,1
2953,9492,Etherland,ELAND,1
2954,9493,Reflexer Ungovernance Token,FLX,1
2955,9498,EnreachDAO,NRCH,1
2956,9502,Pippi Finance,PIPI,1
2957,9503,CryptoTycoon,CTT,1
2958,9504,NAOS Finance,NAOS,1
2959,9505,Lever Token,LEV,1
2960,9507,Göztepe S.K. Fan Token,GOZ,1
2961,9508,Universidad de Chile Fan Token,UCH,1
2962,9509,Legia Warsaw Fan Token,LEG,1
2963,9510,Fortuna Sittard Fan Token,FOR,1
2964,9511,Dfyn Network,DFYN,1
2965,9512,Cubiex Power,CBIX-P,1
2966,9518,MemePad,MEPAD,1
2967,9522,Bonfire,BONFIRE,1
2968,9523,PKT,PKT,1
2969,9524,Media Network,MEDIA,1
2970,9526,LOCGame,LOCG,1
2971,9530,FaraLand,FARA,1
2972,9533,GreenTrust,GNT,1
2973,9535,CrossFi,CRFI,1
2974,9537,EpiK Protocol,EPK,1
2975,9543,Biconomy,BICO,1
2976,9544,POLKARARE,PRARE,1
2977,9545,NFTb,NFTB,1
2978,9546,ODIN PROTOCOL,ODIN,1
2979,9547,tSILVER,TXAG,1
2980,9548,CroxSwap,CROX,1
2981,9549,Mercurial Finance,MER,1
2982,9550,PERI Finance,PERI,1
2983,9551,Digible,DIGI,1
2984,9553,B-cube.ai,BCUBE,1
2985,9554,EtherSmart,ETM,1
2986,9556,Litecoin TRC20,LTCT,1
2987,9558,ZionLabs Token,RASTA,1
2988,9562,Coldstack,CLS,1
2989,9563,TradeStars,TSX,1
2990,9566,Liquity USD,LUSD,1
2991,9569,OXO.Farm,OXO,1
2992,9574,CoShi Inu,COSHI,1
2993,9576,Vulkania,VLK,1
2994,9578,Dungeonswap,DND,1
2995,9579,Corra.Finance,CORA,1
2996,9583,MELX,MEL,1
2997,9586,PRIVATEUM INITIATIVE,PRI,1
2998,9588,O3 Swap,O3,1
2999,9590,Obortech,OBOT,1
3000,9592,Fortress Lending,FTS,1
3001,9595,CaliCoin,CALI,1
3002,9597,dFund,DFND,1
3003,9598,Lion Token,LION,1
3004,9604,Privapp Network,bPRIVA,1
3005,9605,TruePNL,PNL,1
3006,9607,Bankless DAO,BANK,1
3007,9608,SpookySwap,BOO,1
3008,9613,Trustpad,TPAD,1
3009,9615,Polylastic,POLX,1
3010,9618,DogeMoon,DGMOON,1
3011,9620,Wrapped Statera,WSTA,1
3012,9628,Raptor Finance,RPTR,1
3013,9631,Kally,KALLY,1
3014,9632,UMI,UMI,1
3015,9635,SYA x Flooz,SYA,1
3016,9637,Altura,ALU,1
3017,9638,SingularityDAO,SDAO,1
3018,9639,Pussy Financial,PUSSY,1
3019,9640,MetisDAO,METIS,1
3020,9643,Don-key,DON,1
3021,9647,ANUBI Token,ANUBI,1
3022,9651,Ethermon,EMON,1
3023,9653,Nabox,NABOX,1
3024,9654,CryptoBlades,SKILL,1
3025,9656,CateCoin,CATE,1
3026,9657,Pinknode,PNODE,1
3027,9660,Parasset,ASET,1
3028,9663,ArGo,ARGO,1
3029,9665,My DeFi Pet,DPET,1
3030,9666,Terran Coin,TRR,1
3031,9670,GogolCoin,GOL,1
3032,9673,Loser Coin,LOWB,1
3033,9674,Wilder World,WILD,1
3034,9675,Drops Ownership Power,DOP,1
3035,9678,Total Crypto Market Cap Token,TCAP,1
3036,9679,MoonStarter,MNST,1
3037,9685,Jomon Shiba,JSHIBA,1
3038,9686,My Crypto Heroes,MCHC,1
3039,9691,Venus Reward Token,VRT,1
3040,9693,DOGGY,DOGGY,1
3041,9694,Upfire,UPR,1
3042,9698,Tycoon,TYC,1
3043,9700,Microtuber,MCT,1
3044,9708,ShibaPup,SHIBAPUP,1
3045,9710,Kabosu,KABOSU,1
3046,9711,Sanshu Inu,SANSHU,1
3047,9712,Shih Tzu,SHIH,1
3048,9718,Kineko,KKO,1
3049,9719,Woofy,WOOFY,1
3050,9720,PlatON,LAT,1
3051,9721,Samoyedcoin,SAMO,1
3052,9736,ShibaCash,SHIBACASH,1
3053,9737,Hummingbird Finance,HMNG,1
3054,9740,Dot Finance,PINK,1
3055,9741,Solanium,SLIM,1
3056,9742,ElonTech,ETCH,1
3057,9747,Cryption Network,CNT,1
3058,9748,Renascent Finance,RENASCENT,1
3059,9749,WallStreetBets DApp,WSB,1
3060,9752,AFEN Blockchain Network,AFEN,1
3061,9756,Virtue Poker,VPP,1
3062,9757,WeStarter,WAR,1
3063,9759,BSC Gold,BSCGOLD,1
3064,9760,Stratos,STOS,1
3065,9763,Copiosa Coin,COP,1
3066,9764,MILC Platform,MLT,1
3067,9765,Hanzo,HANZO,1
3068,9766,Rentible,RNB,1
3069,9767,Frenchie Network,FREN,1
3070,9771,LavaX Labs,LAVAX,1
3071,9780,Snowball,SNOB,1
3072,9782,BitDiamond,BTDMD,1
3073,9783,Roseon,ROSN,1
3074,9789,ETH 2x Flexible Leverage Index,ETH2X-FLI,1
3075,9790,Coco Swap,COCO,1
3076,9792,ACENT,ACE,1
3077,9797,Avalaunch,XAVA,1
3078,9798,VELOREX,VEX,1
3079,9799,SafeZone,SAFEZONE,1
3080,9801,Celestial Finance,CELES,1
3081,9805,EVAI,EV,1
3082,9812,Gorilla Diamond,GDT,1
3083,9816,APENFT,NFT,1
3084,9819,PalGold,PALG,1
3085,9820,Metaverse NFT Index,PLAY,1
3086,9825,NiiFi,NIIFI,1
3087,9827,Sportcash One,SCONEX,1
3088,9828,Nafter,NAFT,1
3089,9837,Flux Protocol,FLUX,1
3090,9839,blockbank,BBANK,1
3091,9840,Pleasure Coin,NSFW,1
3092,9844,Atlantic Finance Token,ATFI,1
3093,9848,Moonlight Token,MOONLIGHT,1
3094,9849,Safegem,GEMS,1
3095,9854,Tiger King Coin,TKING,1
3096,9855,EthereumMax,EMAX,1
3097,9856,Knit Finance,KFT,1
3098,9859,YUMMY,YUMMY,1
3099,9862,Sishi Finance,SISHI,1
3100,9863,TrustBase,TBE,1
3101,9865,Ispolink,ISP,1
3102,9866,Fear,FEAR,1
3103,9867,Hot Cross,HOTCROSS,1
3104,9868,XCAD Network,XCAD,1
3105,9869,Spherium,SPHRI,1
3106,9870,xWIN Finance,XWIN,1
3107,9872,TheFutbolCoin,TFC,1
3108,9879,Exohood,EXO,1
3109,9889,Bistroo,BIST,1
3110,9891,BinaryX,BNX,1
3111,9892,YooShi,YOOSHI,1
3112,9898,Wenlambo,WLBO,1
3113,9900,HODL,HODL,1
3114,9903,Convex Finance,CVX,1
3115,9904,GeroWallet,GERO,1
3116,9905,Rune,RUNE,1
3117,9906,Bunicorn,BUNI,1
3118,9908,Ki,XKI,1
3119,9910,Football Stars,FootballStars,1
3120,9920,RUSH COIN,RUSH,1
3121,9921,Aquari,AQUARI,1
3122,9925,Pampther,PAMPTHER,1
3123,9928,Space Token,SPACE,1
3124,9931,SONM (BEP-20),SNM,1
3125,9932,ElonDoge,EDOGE,1
3126,9936,Elephant Money,ELEPHANT,1
3127,9938,OpenOcean,OOE,1
3128,9941,Chihuahua,HUA,1
3129,9943,American Shiba,USHIBA,1
3130,9946,Your Future Exchange,YFX,1
3131,9951,WaultSwap,WEX,1
3132,9954,Netvrk,NTVRK,1
3133,9958,SafeMoon Inu,SMI,1
3134,9962,STARSHIP,STARSHIP,1
3135,9967,SafeBlast,BLAST,1
3136,9968,Corgidoge,CORGI,1
3137,9969,SaylorMoon,SMOON,1
3138,9976,Freela,FREL,1
3139,9980,Redpanda Earth,REDPANDA,1
3140,9981,Weentar,$WNTR,1
3141,9982,DINGO TOKEN,DINGO,1
3142,9984,CluCoin,CLU,1
3143,9987,OpenSwap,OSWAP,1
3144,9989,Solrise Finance,SLRS,1
3145,9991,Charli3,C3,1
3146,9996,Bezoge Earth,BEZOGE,1
3147,9997,METANOA,NOA,1
3148,9998,Unicly,UNIC,1
3149,10005,Zoo Token,ZOOT,1
3150,10006,GTONCapital,GTON,1
3151,10011,CoinWind,COW,1
3152,10016,PocketRocket,POCROC,1
3153,10023,Planet,AQUA,1
3154,10029,USD mars,USDm,1
3155,10030,Mars Ecosystem Token,XMS,1
3156,10031,TEN,TENFI,1
3157,10033,NFTMart Token,NMT,1
3158,10036,BSClaunch,BSL,1
3159,10040,Wall Street Games,WSG,1
3160,10042,Karura,KAR,1
3161,10045,Polars,POL,1
3162,10046,Dotmoovs,MOOV,1
3163,10047,EPIK Prime,EPIK,1
3164,10049,Manchester City Fan Token,CITY,1
3165,10050,HOPPY,HOP,1
3166,10052,Gitcoin,GTC,1
3167,10055,Crust Shadow,CSM,1
3168,10059,Pandora Finance,PNDR,1
3169,10060,SafeHamsters,SAFEHAMSTERS,1
3170,10061,CumInu,CUMINU,1
3171,10065,ILUS Coin,ILUS,1
3172,10079,Quidax Token,QDX,1
3173,10081,SafeMoonCash,SAFEMOONCASH,1
3174,10083,ClassZZ,CZZ,1
3175,10088,PolyDoge,POLYDOGE,1
3176,10090,Friends With Benefits Pro,FWB,1
3177,10093,Gold Secured Currency,GSX,1
3178,10095,Elk Finance,ELK,1
3179,10098,Greenheart CBD,CBD,1
3180,10099,KALM,KALM,1
3181,10101,Kwikswap Protocol,KWIK,1
3182,10102,BankSocial,BSL,1
3183,10103,Lossless,LSS,1
3184,10104,YaySwap,YAY,1
3185,10109,Feeder.finance,FEED,1
3186,10114,NFT Starter,NST,1
3187,10117,Moonarch.app,MOONARCH,1
3188,10120,Chocoswap,VNLA,1
3189,10121,ByteNext,BNU,1
3190,10123,NFT TOKEN PILOT,NFTP,1
3191,10127,JINDO INU,JIND,1
3192,10128,TeraBlock,TBC,1
3193,10132,Duet Protocol,DUET,1
3194,10134,Polycat Finance,FISH,1
3195,10136,SIL Finance,SIL,1
3196,10145,DeFinity,DEFX,1
3197,10151,Foliowatch,FWATCH,1
3198,10155,Vanity,VNY,1
3199,10157,Sustainable Energy Token,SET,1
3200,10158,SpaceGrime,GRIMEX,1
3201,10160,Swaperry,PERRY,1
3202,10161,OptionPanda,OPA,1
3203,10165,PornRocket,PORNROCKET,1
3204,10166,AstroElon,ELONONE,1
3205,10167,SpaceY,SPAY,1
3206,10169,NFTTONE,TONE,1
3207,10170,Mercor Finance,MRCR,1
3208,10172,DekBox,DEK,1
3209,10174,CreamPYE,PYE,1
3210,10178,Rabbit Finance,RABBIT,1
3211,10180,GMT Token,GMT,1
3212,10182,Manifold Finance,FOLD,1
3213,10183,DeSpace Protocol,DES,1
3214,10185,Moonlana,MOLA,1
3215,10188,Automata Network,ATA,1
3216,10189,Hina Inu,HINA,1
3217,10195,UltraSafe Token,ULTRA,1
3218,10196,Keanu Inu,KEANU,1
3219,10201,BitBook,BBT,1
3220,10202,Starcoin,STC,1
3221,10207,Zinari,ZINA,1
3222,10208,Aerdrop,AER,1
3223,10217,Cykura,CYS,1
3224,10221,Fanadise,FAN,1
3225,10222,Vodra,VDR,1
3226,10223,Vega Protocol,VEGA,1
3227,10225,Pera Finance,PERA,1
3228,10228,omchain,OMC,1
3229,10232,MakiSwap,MAKI,1
3230,10234,Draken,DRK,1
3231,10237,QiDao,QI,1
3232,10238,MAI,MIMATIC,1
3233,10239,SpiritSwap,SPIRIT,1
3234,10240,Wrapped Fantom,WFTM,1
3235,10251,The Corgi of PolkaBridge,CORGIB,1
3236,10255,Game Ace Token,GAT,1
3237,10257,Shibaken Finance,SHIBAKEN,1
3238,10260,Thorstarter,XRUNE,1
3239,10262,KleeKai,KLEE,1
3240,10264,Charged Particles,IONX,1
3241,10265,Gold Fever,NGL,1
3242,10269,Cheems,CHEEMS,1
3243,10272,AladdinDAO,ALD,1
3244,10274,Catge coin,CATGE,1
3245,10275,Catgirl,CATGIRL,1
3246,10277,TRONPAD,TRONPAD,1
3247,10278,Genshiro,GENS,1
3248,10285,Bitspawn,SPWN,1
3249,10289,Daisy Launch Pad,DAISY,1
3250,10290,RFOX Finance,VFOX,1
3251,10291,Convex CRV,CVXCRV,1
3252,10293,Swarm,BZZ,1
3253,10294,DeFi Land,DFL,1
3254,10295,IOI Token,IOI,1
3255,10300,MiamiCoin,MIA,1
3256,10303,AutoShark,JAWS,1
3257,10307,Project Quantum,QBIT,1
3258,10311,NFT STARS,NFTS,1
3259,10312,EscoinToken,ELG,1
3260,10324,Gravity Finance,GFI,1
3261,10325,Safe Energy,EnergyX,1
3262,10326,BullPerks,BLP,1
3263,10334,BabySwap,BABY,1
3264,10336,Hamster,HAM,1
3265,10337,Sheesha Finance [BEP20],SHEESHA,1
3266,10347,Human,HMT,1
3267,10348,Sarcophagus,SARCO,1
3268,10350,Black Eye Galaxy,BYG,1
3269,10351,HTMOON,HTMOON,1
3270,10353,POKELON,POKELON,1
3271,10357,DATACHAIN FOUNDATION (DC),DC,1
3272,10361,Feyorra,FEY,1
3273,10364,APWine Finance,APW,1
3274,10366,Cake Monster,MONSTA,1
3275,10367,April,APRIL,1
3276,10368,Cryptex Finance,CTX,1
3277,10372,Dacxi,DACXI,1
3278,10373,Tulip Protocol,TULIP,1
3279,10376,dAppstore,DAPPX,1
3280,10378,KarenCoin,KAREN,1
3281,10379,Kekwcoin,KEKW,1
3282,10384,DAO1,DAO1,1
3283,10385,Ally Direct Token,DRCT,1
