,timeOpen,open,close,volume,marketCap,timestamp,high,low
0,2017-10-01T00:00:00.000Z,0.0216779001,0.0249694996,50068700.0,0.0,2017-10-01T23:59:59.999Z,0.0322258994,0.0173540991
1,2017-10-02T00:00:00.000Z,0.0246070009,0.0259317998,57641300.0,628899051.78,2017-10-02T23:59:59.999Z,0.0300877001,0.0199692994
2,2017-10-03T00:00:00.000Z,0.0257565994,0.0208158009,16997800.0,539692714.905,2017-10-03T23:59:59.999Z,0.0274251997,0.0206898991
3,2017-10-04T00:00:00.000Z,0.0208640993,0.0219314992,9000050.0,568619547.504,2017-10-04T23:59:59.999Z,0.0228062999,0.0208640993
4,2017-10-05T00:00:00.000Z,0.0219512992,0.0214887001,5562510.0,557139040.67,2017-10-05T23:59:59.999Z,0.0221535992,0.0208592992
5,2017-10-06T00:00:00.000Z,0.0213588998,0.0185391009,7780710.0,480664553.411,2017-10-06T23:59:59.999Z,0.0215418991,0.0183597002
6,2017-10-07T00:00:00.000Z,0.0184138995,0.0209408998,7411240.0,542936191.429,2017-10-07T23:59:59.999Z,0.0210503004,0.0176199991
7,2017-10-08T00:00:00.000Z,0.0209293999,0.0204771999,7727460.0,530913808.821,2017-10-08T23:59:59.999Z,0.0235977005,0.0201474
8,2017-10-09T00:00:00.000Z,0.0203443002,0.0221136995,4663310.0,573343459.756,2017-10-09T23:59:59.999Z,0.0228071995,0.0203419998
9,2017-10-10T00:00:00.000Z,0.0221120995,0.0215313006,2725600.0,558243533.875,2017-10-10T23:59:59.999Z,0.0224460997,0.0212792996
10,2017-10-11T00:00:00.000Z,0.0214799996,0.0225195009,3606720.0,583864664.98,2017-10-11T23:59:59.999Z,0.0225757007,0.0209764
11,2017-10-12T00:00:00.000Z,0.0225384999,0.0262521002,8680640.0,680640048.471,2017-10-12T23:59:59.999Z,0.0267632008,0.0218250994
12,2017-10-13T00:00:00.000Z,0.0260608997,0.0336409993,15613600.0,872212579.969,2017-10-13T23:59:59.999Z,0.0338159986,0.0251953993
13,2017-10-14T00:00:00.000Z,0.0338762999,0.0324648991,27853200.0,841719752.309,2017-10-14T23:59:59.999Z,0.0382677987,0.0292553008
14,2017-10-15T00:00:00.000Z,0.0328736007,0.0300485995,7104990.0,779072171.768,2017-10-15T23:59:59.999Z,0.0336412005,0.0286944006
15,2017-10-16T00:00:00.000Z,0.0299389008,0.0289482009,6196030.0,750542023.348,2017-10-16T23:59:59.999Z,0.0307491999,0.0285767
16,2017-10-17T00:00:00.000Z,0.0289526992,0.0272174999,7039900.0,705670042.368,2017-10-17T23:59:59.999Z,0.0296279993,0.0254814997
